微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",大众电影百花奖揭晓,9月29日晚,第31届大众电影百花奖在浙江绍兴揭晓,11岁的张子枫获最佳新人奖,荣获金鸡奖终身成就奖的是100岁的王为一和95岁的严寄洲,大学同班同学文章和白百何分获最佳男女主角奖,孙淳和宁静分获最佳男女配角奖,最佳导演奖得主是冯小刚,编剧苏小卫获得了最佳编剧奖,原图,",True,2012-09-29 23:00,媒体版微博,35,239,117
",公安部治安管理局发布黄金周,五心,安全提示,中秋国庆假日来临,公安部治安管理局提示大家,1,旅游观光要,留心,2,参加活动要,细心,3,人员密集要,当心,4,拖家带口要,上心,5,自驾出游要,小心,转起这张图,给自己和朋友们提个醒,节日快乐,安全第一,原图,",True,2012-09-29 22:39,微博 weibo.com,5,889,163
",北京市域内8条主要高速公路拥堵绕行路线图,预计节日期间北京市域内主要高速公路车流量将有大幅上升,易出现交通拥堵,感谢,交通北京,的温馨提示,转给有需要的朋友们参考,原图,",True,2012-09-29 22:17,微博 weibo.com,1,155,48
"转发理由,山东省高速公路易堵路段及绕行方案,原始用户,济南公安公共交通分局,转发内容,微服务,山东高速出行,山东省高速公路易堵路段及绕行方案,还有三个小时时间,全国高速公路将迎来免费运营,受,双节,高速通行费免费影响,高速公路车流量预计会明显增多,为保证大家顺利出行,摘编山东交通出行网发布的山东省高速公路易堵路段及绕行方案给广大博友,CC,济南公安,齐鲁晚报,原图,",False,2012-09-29 22:07,专业版微博,1,89,42
",微议录,对待历史文化需要热爱和敬畏之心,感谢网友,陈志龙奢侈品笔记,番薯1地瓜2,张迪欧,沧海关情,工程师王亮,崞县李老头,遥遥归江南,1843年的老藤,汪飞呀,小徽猪,ayf,Das,Aspirin,王凯wangk,对收入分配差距,古建筑保护,医患间,红包,等话题发表的精彩观点,期待更多网友参与讨论,原图,",True,2012-09-29 21:55,媒体版微博,0,89,24
",温家宝,坚定不移地推进各方面的体制改革,我们要坚定不移地推进经济,政治,文化,社会等各方面的体制改革,坚持对外开放的基本国策,进一步解放和发展生产力,发展社会主义民主法治,维护社会公平正义,提高国民素质和道德水准,实现人的自由和全面发展,原图,",True,2012-09-29 21:01,微博 weibo.com,5,836,514
",旅游集中消费是道新考题,公众不断增长的对旅游消费的需求,和旅游服务供给的不足,是节假日挑战的主要根源,对中国旅游业而言,长假命题已经不再是简单的扩大容量,国庆长假是一次综合性大考,考的是接待能力,接待水平,业态创新和服务质量,",True,2012-09-29 20:33,微博 weibo.com,2,93,49
"转发理由,微评论,不弃微小,方成慈善,拒收现金,排斥零钱,损害的是公益慈善的公共形象,伤害的是情系灾区的拳拳爱心,泰山不拒细壤,故能成其高,江海不择细流,故能就其深,汇聚爱的洪流,需要珍惜点滴善意,在郭美美和强制捐款事件后,欲重振公共慈善事业公信力,则需要每位工作人员的不懈努力,原始用户,头条新闻,转发内容,教师捐款被嫌少拒收续,民政局财务员被政纪立案,近日有关,云南鹤庆县两名教师赴县民政局捐款被嫌少遭拒收,的报道引发热议,大理州代州长昨日发微博称,情况属实当严肃批评教育,责其深刻检查并向当事教师诚恳道歉,鹤庆县纪委,监察局介入调查,并对民政局财务人员政纪立案,",False,2012-09-29 19:40,媒体版微博,2,143,122
",黄金周预计7,4亿人次出行,据新华社,即将到来的8天黄金周里,预计约有7,4亿人次,相当于一半中国人,要通过公路,铁路,民航等出行,创下同期出行新纪录,中国交通管理部门承受巨大压力,其中公路水路客运量将达到6,6亿人次,铁路方面,从9月27日至10月7日,全国铁路预计发送旅客7540万人,原图,",True,2012-09-29 18:41,微博 weibo.com,0,455,173
",全国高速路报警电话公布,24小时可拨打,公安部今日集中对外界公布了各省,自治区,直辖市高速公路报警服务电话,高速公路报警服务电话由专人24小时值守,接听驾驶人报警求助,并协调有关部门提供相应的救助服务,长假期间要外出的网友可以收藏,或者转给你身边需要的人哦,原图,",True,2012-09-29 17:45,媒体版微博,3,2656,250
",提高工资性收入,缩小收入差距,目前,我国居民实际收入增长低于GDP和财政收入增长,收入差距不断拉大,专家表示,原因在于工资性收入和资本性收入的一次性分配结构中,资本收入比重大,工资性收入偏低,另外在二次性分配中,转移支付和收入政策调节做得不够,即不够,杀富济贫,人民日报海外版,原图,",True,2012-09-29 16:26,媒体版微博,3,395,284
",中国媒体在美报纸登钓鱼岛广告宣示主权,美国,纽约时报,和,华盛顿邮报,28日整版刊登了,钓鱼岛是中国领土,的广告,投放广告的是中国的英文报纸,中国日报,两份报纸都用一个整版刊登了钓鱼岛照片以及地图等内容,人民网,",True,2012-09-29 15:35,媒体版微博,6,528,336
",美政府阻止中资公司收购美国风电项目,人民日报记者吴成良消息,奥巴马签署命令,以危害美国国家安全为由,禁止三一集团在美关联企业罗尔斯公司收购美国俄勒冈州4家风电场项目公司,美国媒体认为,奥巴马竞争对手罗姆尼指责他对中国不够强硬,奥巴马此举是对罗姆尼指责的回应,有迎合大选需要考量,",True,2012-09-29 14:35,媒体版微博,3,132,149
",心脏写给人类的一封信,心血管疾病,人类健康头号杀手,全球每10例死亡病例中就有1例因心血管疾病造成,世界上没有坏心脏,只有坏主人,80,过早心脏病发作和中风是可以预防的,你了解心脏吗,你知道它最害怕什么样的主人吗,9月29日,世界心脏日,花五分钟读读这封心脏写给人类的信吧,生命时报,原图,",True,2012-09-29 13:46,媒体版微博,7,1754,258
",中国做好了打持久战准备,40年前的今天,中日正式建交,自此,两国关系虽起起伏伏,仍旧风雨兼程,如今,日本罔顾历史事实,否认中日共识,顽固坚持错误立场,中国做好了打持久战准备,绝不退让,小小寰球,有几只苍蝇嗡嗡叫不足为奇,但蚍蜉撼树谈何易,",True,2012-09-29 12:46,微博 weibo.com,3,835,707
",新西兰打击非法代购婴儿奶粉,国家质检总局消息,新西兰将打击非法输出婴儿配方奶粉的行为,包括网购及亲友赠送在内的将奶制品带离新西兰本土的行为都被视为输出,这意味着除代理商进口外途径输往中国的新西兰婴儿配方奶粉都在严打范围内,",True,2012-09-29 11:32,微博 weibo.com,0,833,308
",少拿,军备竞赛,和中国说事,辽宁舰,入列,一些外媒借此炒作新一轮,中国军事威胁论,中国爱好和平,拥有航母也不会改变发展经济,改善民生的第一要务,中国不会参加任何形式的军备竞赛,诬蔑中国挑起军备竞赛,甚至引诱中国跳进军备竞赛陷阱的图谋都是徒劳,",True,2012-09-29 10:42,微博 weibo.com,1,211,209
",玉龙雪山等14个5A级景区两节门票降价,发改委消息,各地推出第二批降价景区,共计94家,平均降幅25,截至目前,包括武当山,丹霞山,丽江玉龙雪山等14家5A级景区,其中世界自然和文化遗产3家,在两节期间将降价,降价的4A级景区约140家,点击大图看看有没有你心仪的景区吧,",True,2012-09-29 09:57,微博 weibo.com,2,248,92
",历史和文化才有价值,许多古建没有毁于自然灾害,却在城市房产开发和旅游热潮中被夷为平地,另一方面一些地方又热衷搭建仿古建筑,那些仿古之作,除了商业气息,还有多少文化可供品味,还有多少历史可供怀想,憎恨真古迹,却喜爱假古董,这不是咄咄怪事吗,",True,2012-09-29 09:19,微博 weibo.com,2,365,221
",中秋天气晴好适合赏月,中秋当天除新疆西部,西南地区阴有小雨外,大部分地区天气晴好,适宜赏月,国庆期间,西南地区,西北地区东南部阴雨天气较多,其他地区也以晴好为主,但受冷空气影响可能出现降温,今年三部委推出,双节游天气信息伴左右,查询旅游天气信息可点击,",True,2012-09-29 08:29,微博 weibo.com,0,161,64
",高速超速如何处罚,按规定,超过规定时速50,交管部门将处200元以上2000元以下罚款,可并处吊销机动车驾驶证,但各地处罚政策略有不同,具体措施可点击大图查看,无论处罚是严厉还是缓和,都要提醒,为了自己和他人安全,享受驰骋快意时,小心踩油门,切勿超速,",True,2012-09-29 07:48,微博 weibo.com,1,383,151
",新闻史上的今天,1915年9月29日,留美学生祁暄发明的中文打字机获得专利,当时的中国农商部评价该机器说,构造完备,运用灵便,所印字迹尚鲜明,它最先被用于报馆和政府机构,提高了办报与办公效率,直到电脑编辑和照排技术普及,它才逐步退出历史舞台,中国新闻史学会供稿,图片来自网络,原图,",True,2012-09-29 06:59,微博 weibo.com,2,184,88
",你好,明天,十八大即将召开,正值发展关键期,改革攻坚期,这次会议举世瞩目,也是在今天,薄熙来违纪的消息同时发布,两条消息放在一起,让人们对下一个十年充满期待,全面建成小康社会,不仅意味着GDP增长,更意味着公平正义普照,民主法治成长,顺应新期待,破解新课题,需要勇气与担当,安,原图,",True,2012-09-29 00:15,媒体版微博,42,5310,998
"转发理由,微评论,校园,软暴力,是功利教育之殇,从绿领巾到红校服,再到蓝印章,歧视性教育以激励之名,伤害孩子自尊,有损教育公平,折射出急功近利的教育理念和,唯分数论,的成才标准,教育者,与其求划一,毋宁展个性,为了激发每一位孩子的潜力与个性,请摒弃歧视与功利,树立多元标准和平等理念,原始用户,人民日报,转发内容,蓝印章,再刺教育之痛,深圳上芬小学老师在,表现不好,的学生脸上盖,蓝印章,以示惩戒,被盖章学生因此遭到耻笑,自尊心受到伤害,专家认为,这是急功近利的错误教育观念使然,只有真正放下,唯分数论,因材施教,这些歧视性,侮辱性的,软暴力,才会从校园消失,",False,2012-09-28 23:22,媒体版微博,1,273,179
",中国好声音,中科院院士郑时龄,在有些人的眼里,建筑早已被异化了,高度比功能重要,名气比造价重要,形式比内容重要,有些公共建筑并没有代表公众审美,往往是某些利益集团,甚至个人的审美,公众就会产生抗拒心理,根源在于现在一些建筑话语被代表权力或资本的威势话语所取代,原图,",True,2012-09-28 22:58,微博 weibo.com,7,719,313
",入院医患先签协议,对红包说,不,28日卫生部公布的,公立医疗机构医疗服务廉洁风险防控规则,规定,今后,公立医疗机构患者入院时要进行医生不收,红包,患者不送,红包,双向签字,协议书纳入病案管理,还提出利用信息技术审查回扣,过度检查等,但也有人怀疑,一纸协议究竟能有多大约束力,原图,",True,2012-09-28 22:28,媒体版微博,1,356,253
",微议录,让权力在阳光下运行,晒财产晒的不是金钱,而是坦荡的胸怀,廉洁的风骨,感谢网友,凡烨Tang,oh,沧海关情,真理号直航,王云岭,陆锡鑫,荒废,流年,袁阔Jerry,左林右舍,Green,Dr,DongQing,oopthy,小徽猪,ayf,对官员财产公开,在建大楼倒塌,月饼变味等话题的精彩评论,期待更多参与,原图,",True,2012-09-28 22:03,媒体版微博,5,160,113
",北京,预计5条高速路假期将现严重拥堵,据新华社,北京市交通委28日透露,2012年,十一,黄金周期间,预计北京市京藏高速,京承高速,京港澳高速,京开高速和机场高速5条高速交通压力较大,部分路段将现严重拥堵,国庆节,您会如何规划出行路线,原图,",True,2012-09-28 21:29,媒体版微博,0,245,60
",中央气象台实现钓鱼岛每六小时滚动天气预报,中国气象局应急减灾与公共服务司司长陈振林28日表示,自9月11日起,中央气象台把钓鱼岛及周边海域的天气预报纳入到国内城市预报中,目前实现了对钓鱼岛及周边海域每六小时滚动发布天气预报,并针对海上作业,海上运输等特殊情况提供专用预报产品,原图,",True,2012-09-28 20:46,媒体版微博,2,160,139
",驻尼泊尔使馆公布五名坠机遇难华人名单,9月28日晨,尼泊尔一小型飞机坠毁,机上19人无一生还,据我驻尼泊尔使馆公布的消息,5名华人遇难者中4人,钱明武,杨志华,杨晨,吴琳,持中国护照,1人,伍晖,持美国护照,使馆联系人,曹传旭,00977,9801039888,付铁胜,00977,9818618907,",True,2012-09-28 20:19,媒体版微博,4,255,162
",钓鱼岛是中国的固有领土,白皮书中,英,日文版发行,人民日报记者曹鹏程,邢雪消息,9月28日,钓鱼岛是中国的固有领土,白皮书中,英,日文版面向国内外正式发行,以官方文件的方式系统阐明和论证了钓鱼岛自古以来就是中国固有领土的事实,表明了中国政府和人民维护钓鱼岛主权的决心,",True,2012-09-28 19:55,微博 weibo.com,7,214,179
",质检总局公布月饼质量抽查结果,三批不合格,人民日报记者左娅消息,28日,国家质检总局公布了2012年月饼产品质量国家监督抽查结果,本次共抽查了北京等16个省,区,市,307家企业生产的320种产品,其余317种产品均符合标准规定,三批不合格产品名单请点大图,原图,",True,2012-09-28 18:56,媒体版微博,0,123,42
",中共中央决定给予薄熙来开除党籍,开除公职处分,新华社北京9月28日电,9月28日,中共中央政治局会议审议并通过中共中央纪律检查委员会,关于薄熙来严重违纪案的审查报告,决定给予薄熙来开除党籍,开除公职处分,对其涉嫌犯罪问题及犯罪问题线索移送司法机关依法处理,原图,",True,2012-09-28 18:06,微博 weibo.com,46,5738,1335
",中共中央政治局会议建议十八大于11月8日召开,据新华社,中共中央政治局28日召开会议,会议决定,中国共产党第十七届中央委员会第七次全体会议于2012年11月1日在北京召开,中共中央政治局将向党的十七届七中全会建议,中国共产党第十八次全国代表大会于2012年11月8日在北京召开,",True,2012-09-28 18:03,媒体版微博,8,2310,2
",外交部,中日关系可能像,泰坦尼克,号一样触礁,28日,在中国人民外交学会和中国国际问题研究所联合组织的,中日邦交正常化40周年座谈会,上,外交部部长助理乐玉成表示,如果日方继续一意孤行,在错误的道路上走下去,那么中日关系这条大船就可能像,泰坦尼克,号一样触礁沉没,新华网,",True,2012-09-28 17:10,微博 weibo.com,5,261,215
",蓝印章,再刺教育之痛,深圳上芬小学老师在,表现不好,的学生脸上盖,蓝印章,以示惩戒,被盖章学生因此遭到耻笑,自尊心受到伤害,专家认为,这是急功近利的错误教育观念使然,只有真正放下,唯分数论,因材施教,这些歧视性,侮辱性的,软暴力,才会从校园消失,",True,2012-09-28 17:03,媒体版微博,7,1323,453
",假期高速公路行车安全提示,双节长假来临,小型车免费通行将致车流量激增,交管部门提醒广大司机,严防超速,超员,疲劳驾驶,若发生事故,车主应保持冷静,过路司机切忌为围观低速行驶,这样极易造成追尾,更不可逗留拍照,点看大图,并转发给你关心的人,提醒ta路上注意安全,中秋月圆,平安出行,原图,",True,2012-09-28 16:17,微博 weibo.com,0,334,94
",野田的小偷逻辑和谎言,在钓鱼岛问题上,日本口口声声,和平,规则,国际法,骨子里却笃信,谎言千遍成真理,只可惜,用谎言来掩盖谎言,结果只能欲盖弥彰,偷,中国领土的行径,不论描绘得多么彬彬有礼,终归是窃取,野田们,还是住口住手吧,",True,2012-09-28 15:37,微博 weibo.com,5,395,369
",中国驻日使馆证实收到装有子弹信封,中国驻日本使馆发言人表示,9月27日收到可疑信件,28日由日本警方检查,确认里面装有一枚来复枪实用子弹,日本警方正在对信件做进一步调查,使馆目前已要求日本警方采取切实措施,确保中国驻日机构,企业和人员的安全,",True,2012-09-28 14:56,微博 weibo.com,5,374,250
",今年中秋十五的月亮十五圆,中科院紫金山天文台研究员王思潮介绍,今年农历八月月亮最圆的具体时刻为30日11时19分,虽然俗话说,十五的月亮十六圆,但根据粗略统计,满月出现在十五的概率是50,出现在十六的概率是40,10,左右的概率会出现在十四和十七,",True,2012-09-28 14:42,媒体版微博,1,377,128
",三种食物润秋燥,燥,是秋季最明显的气候特点,想要清心润燥,不妨多摄入些白色食物,莲藕,杏仁,百合这三种白色食物是秋季的应季佳品,虽然看似普通,却有着独特的营养价值,",True,2012-09-28 14:01,微博 weibo.com,1,364,88
",护卫海上生命线,他不是医生,6年却挽救441条生命,他是北海第一救助飞行队飞行救助机长潘伟,天气突变,其他飞机停航,他随时准备起飞,海上波涛汹涌,船只返港,他要反向前行,与暴风雨搏斗,他是中国救捞队伍的一员,和同事们一起,守护海上安全的最后一道防线,",True,2012-09-28 13:18,媒体版微博,2,133,99
",月饼为什么变了味,化为商品分了贵贱,如今的月饼,似乎不再是礼轻情意重的祝福,而成为人和人关系的标注,我们用冰箱保存食物,用公式保存真理,要用什么留藏鲜活的情感,当中秋被当作节日营销,也该提醒,月饼并非仅是美味,也是真实的人情味,",True,2012-09-28 12:28,媒体版微博,2,313,172
",杨洁篪联大发言敦促日本纠正错误,中新网消息,外交部长杨洁篪27日出席联大一般性辩论,就钓鱼岛问题表明严正立场,他强调,中国政府维护领土主权的立场坚定不移,中方强烈敦促日方立即停止一切损害中国领土主权的行为,以实际行动纠正错误,回到谈判解决争议的轨道上来,",True,2012-09-28 11:19,微博 weibo.com,6,227,219
"转发理由,纳库拉被捕因违反假释规定,有关官员透露,纳库拉被捕受审是因他违反了假释期间不得使用计算机和互联网的规定,与制作有争议影片没有直接联系,分析人士指出,美国以此为由审判纳库拉,是否是对穆斯林抗议呼声的回应,还需观察,",False,2012-09-28 11:01,媒体版微博,2,56,46
",光明乳业通过人民日报向消费者致歉,光明乳业今日在人民日报刊登公开信,向消费者道歉,称连续发起多起质量事件,心情很沉重,公司已成立质量安全监督小组,实施包括建立问责制等六项整改措施,道歉只是第一步,希望能看到切实整改效果,这不仅关乎企业诚信和发展,也关乎公众对乳品行业的信心,原图,",True,2012-09-28 10:51,微博 weibo.com,0,751,482
",民政部,人情保,关系保,零容忍,对公众反映强烈的低保中的,人情保,关系保,民政部强调,零容忍,发现一起,查处一起,同时将加强源头预防和治理,将建低保经办人员和和村,居,委会干部近亲属享受低保备案制度,对备案对象逐一核查,严格管理,",True,2012-09-28 10:30,媒体版微博,2,191,169
",日本有何资格谈,大局,严重侵犯中国领土主权,伤害中国人民感情后,有什么资格谈论维护中日关系大局,以种种借口扩军,突破,和平宪法,限制,有什么资格为东亚和平稳定忧心,热衷肮脏外交的日本政客,一国形象不是凭空来的,小聪明耍过了头,是要付出大代价的,",True,2012-09-28 10:07,媒体版微博,6,576,422
",京广高铁郑武段正式开通运营,28日9点整,随着高铁G501,G502列车的开出,京广高铁郑武段正式开通,武汉至郑州间火车运行时间由原来的最快4小时28分钟缩短至1小时56分钟,郑州到武汉高铁票价一等票392元,二等票245元,长假将至,也看看郑武段沿线有没有你心仪的风光吧,百度地图,原图,",True,2012-09-28 09:14,微博 weibo.com,3,268,141
",观点多元,也不应,胡言乱语,社会转型期,思想观点多元多样,在交流沟通辩论中形成共识,有利于社会发展进步,但是,观点多元不等于胡言乱语,以,观点多元,为借口胡言乱语,不仅是对观点多元的误读与曲解,也不利于观点多元的培育和秩序的形成,",True,2012-09-28 08:54,微博 weibo.com,3,881,770
",亵渎伊斯兰教先知影片制作者被捕,新华社消息,27日下午,亵渎伊斯兰教先知穆罕默德影片,穆斯林的无知,的制作者纳库拉,巴塞利,纳库拉,因涉嫌违反有关计算机和互联网的规定,在洛杉矶被捕,",True,2012-09-28 08:33,微博 weibo.com,6,496,327
",辩证把握发展与稳定,发展是第一要务,稳定是第一责任,空前快速发展,伴随种种问题,腐败损害社会信任,发展不平衡扩大社会成员心理反差,要从,以人为本,的高度处理发展稳定关系,坚持改革力度,发展速度和社会承受度统一,才能巩固发展成果,推动进一步改革,",True,2012-09-28 07:49,媒体版微博,3,283,222
",新闻史上的今天,1980年9月28日,华盛顿邮报,刊登了珍妮,库克,杰米的世界,关注,纤细发黄的胳膊上布满针眼,吸毒成瘾的8岁小孩杰米,引起社会关注,报道获得普利策奖,但华盛顿警察搜救杰米未果,最终证实库克杜撰了报道,她的学位也是假的,中国新闻史学会供稿,图片来自网络,原图,",True,2012-09-28 06:58,微博 weibo.com,4,194,115
",你好,明天,最近,汉奸,帽子网上横飞,似乎我们身边还潜伏着许多奸佞和鬼神,这种非友即敌的斗争哲学,与社会脱节,与潮流相悖,然而,任何现象都有生长土壤,对不同时代和观点符号化解读的偏颇狭隘中,也寄寓着对贫富差距,消极腐化的愤懑,汉奸一词可以废止,指向公平正义的改革势在必行,安,原图,",True,2012-09-27 23:38,媒体版微博,161,22685,7470
",国内三成专利权人曾遭遇侵权纠纷,仅一成维权,据新华社,国家知识产权局保护协调司副司长武晓明27日透露,截至目前,我国三种专利,发明专利,实用新型专利,外观设计专利,申请累计总量突破一千万件,其中国内30,的专利权人遭遇过侵权纠纷,其中仅有10,的权利人采取维权措施,原图,",True,2012-09-27 23:13,媒体版微博,2,178,130
",微议录,12306逢节必堵必须根除,感谢网友,潘石屹,井冈情歌2012,汪飞呀,汉中青年志愿者,967捕风捉影,马甲的翅膀,小毅力,法有止境,赖铁昌,chinaluckhan,对节日送礼风潮,长假,宰客潮,中秋节看望父母等话题做出的的精彩微评,期待更多网友参与讨论,原图,",True,2012-09-27 22:44,媒体版微博,0,73,64
"转发理由,微评论,官员财产公开为何,难产,大学生申请公布官员工资被拒,地方推行财产申报公开昙花一现,折射这项制度的尴尬境地,相关法规早已制定,为何推行过程仍面临人走政息的困局,财产公开能够压缩权力寻租空间,减少腐败机会,推进过程中难免需要自我革命的勇气,也呼唤公众理性有序的参与和监督,原始用户,人民日报,转发内容,多地推行官员财产公开,昙花一现,记者回访部分官员财产申报公开基层试点,发现多地官员财产公开昙花一现,一些地方申报财产无核实,虚报和瞒报者无处罚,审查和责任追究未跟进,推进官员财产申报公开,需基层探索,也需顶层设计,中国青年报,",False,2012-09-27 22:16,媒体版微博,1,225,297
",敬礼,老兵,他叫喻彬,曾参加对越自卫反击战,如今身患重症生命濒危,却下定决心捐献遗体和全身器官,他此生最后一个梦想,就是到天安门看一场升国旗仪式,9月26日,他在妻子陪同下终于圆梦,面对国旗,他举起右手,敬了一个标准的军礼,跟想象中一样雄伟壮观,遗憾的是没有穿军装,北京晨报,原图,",True,2012-09-27 21:37,媒体版微博,26,4447,2842
",辽宁舰舰长张峥流利英语接受采访,日前,辽宁舰,舰长张峥用流利英语接受了记者采访,张峥,浙江长兴人,1969年出生,大学毕业后分配到东海舰队司令部,随后在海军大连舰艇学院就读舰艇作战指挥专业,获硕士学位,他也曾赴英国国防语言学院和英国三军联合指挥与参谋学院深造,",True,2012-09-27 21:09,微博 weibo.com,3,672,532
",11月起,个人购不记名预付卡万元以上需登记,商务部日前发布,单用途商业预付卡管理办法,试行,规定个人或单位购买,含充值,记名卡的,或一次性购买1万元,含,以上不记名卡的,发售方应要求对方出示有效身份证件,并留存其姓名或单位名称,证件号码和联系方式,办法自2012年11月1日起实施,原图,",True,2012-09-27 20:31,媒体版微博,1,279,182
",铁道部回应12306订票系统招标质疑,公开招标过程,针对外界关心的全国铁路新一代客票系统招标问题,铁道部信息化办公室27日作出回应称,铁道部信息技术中心是依据评标委员会的评标报告及授标建议,确认在两个包件中分别报价最低,得分最高的太极计算机股份有限公司,同方股份有限公司为中标单位,原图,",True,2012-09-27 19:51,媒体版微博,4,298,243
"转发理由,沁阳一中在建图书馆倒塌最新报道,人民日报记者王汉超从河南沁阳方面证实,9月27日下午14时50分,沁阳市第一高级中学一在建图书办公楼中间的连接通道在混凝土浇筑时坍塌,现场施工的11名工人受伤被送医院救治,其中6人轻伤5人皮外伤,目前专家已经到达现场进行责任认定,事故原因尚在进一步调查中,原始用户,人民日报,转发内容,河南沁阳一中在建图书馆大楼发生倒塌,今日15时左右,沁阳一中正在建设中的图书馆大楼突然倒塌,有工人受伤,图书馆倒塌时有数千学生在校,已经有四辆救护车送人到医院,图片来自,琛子Wincher,CR7,via,大河网,",False,2012-09-27 19:26,媒体版微博,1,131,189
",公安部公布境外追逃举报邮箱,为更好保护中国公民合法权益,有效震慑犯罪,将逃往境外的中国籍犯罪嫌疑人绳之以法,方便举报人通过互联网提供有关线索,27日,公安部网站开设了,国际刑警组织中国国家中心局境外追逃举报邮箱,邮箱地址为interpol,china,mps,gov,cn,",True,2012-09-27 19:15,媒体版微博,1,235,120
",河南沁阳一中在建图书馆大楼发生倒塌,今日15时左右,沁阳一中正在建设中的图书馆大楼突然倒塌,有工人受伤,图书馆倒塌时有数千学生在校,已经有四辆救护车送人到医院,图片来自,琛子Wincher,CR7,via,大河网,",True,2012-09-27 18:28,微博 weibo.com,4,991,498
",多地推行官员财产公开,昙花一现,记者回访部分官员财产申报公开基层试点,发现多地官员财产公开昙花一现,一些地方申报财产无核实,虚报和瞒报者无处罚,审查和责任追究未跟进,推进官员财产申报公开,需基层探索,也需顶层设计,中国青年报,",True,2012-09-27 18:10,媒体版微博,1,687,320
",温州质监部门竟与民间网站合伙敛财,据新华社,近日网曝温州质监部门向企业发短信,要求收取加入,温州质量网,的年费1200元,记者调查获悉,该网站由民营公司与质检部门,公私合营,2002年起收费至今已长达10年,入会企业高达1000多家,许多企业被迫强制性交费,",True,2012-09-27 17:24,微博 weibo.com,1,389,225
",国防部,近期演练根据计划安排,达到预期目的,国防部新闻发言人杨宇军27日表示,我军近期举行的一些演练活动都是根据计划安排,目的是提高打赢信息化条件下局部战争的能力,演习达到了预期目的,中国军队肩负维护国家领土主权和海洋权益的职责,将在国家统一部署下采取相应措施,忠实履行职责,",True,2012-09-27 16:50,媒体版微博,0,87,70
",警惕长假,宰客潮,一顿海鲜吃掉两月工资,一晚海景房近3000元,一桌家常饭菜花去万元,历历在目的宰客案例,无法阻挡人们的出行欲望,最新调查显示,即将到来的黄金周,我国居民出游意愿高达87,9,尽管有政府部门的各式,禁宰令,旅游景点的宰客劣行真能销声匿迹吗,",True,2012-09-27 16:23,媒体版微博,3,164,127
",国防部证实中国海军舰艇在我管辖海域内进行例行战备巡逻和训练,27日下午国防部例行记者会上,国防部发言人杨宇军称,钓鱼岛及其附属岛屿自古以来就是中国的固有领土,中国海军舰艇在中国管辖海域内进行例行战备巡逻和训练,是完全正当的,合法的,",True,2012-09-27 15:36,媒体版微博,0,258,192
",国防部谈我国第二艘航母,27日下午举行的国防部例行记者会上,针对有关我国,第二艘航母正在上海建造,预计年底会下水,的传闻,国防部新闻发言人杨宇军称,报道不准确,我们将根据国家经济社会发展情况,国防和军队建设需要,通盘考虑航母发展建设问题,",True,2012-09-27 15:34,微博 weibo.com,2,137,128
",你是我爱人,我们要白头到老,你是我爱人,我们要白头到老,常赞拒绝了身患绝症的妻子的离婚请求,5年来不离不弃,在医药费的压力下,他大街小巷叫卖西瓜,终究没能挽回妻子的生命,许多市民自发为,西瓜嫂,送行,是他帮我们拾起了被遗忘了的久违的爱情的美好,",True,2012-09-27 14:50,微博 weibo.com,3,1473,508
",中秋节,别忘了回家看看父母,这些天,不少人都满心欢喜地规划长假,长假规划里,有写上我们的父母吗,对一天天老去的他们来说,幸福也许不是钱和那么富饶的生活,而是子女最简单的问候和陪伴,中秋,本就带着团圆之意的佳节,别忘了回家看看他们,月圆人圆,幸福美好,",True,2012-09-27 13:54,微博 weibo.com,2,945,310
",警惕,诈骗盯上,好声音,广州公安,河北发布,等账号发布提醒,收到借,中国好声音,栏目之名,以缴纳报名费,保证金等引诱汇款的中奖短信,要认真甄别,各地已发生多起此类诈骗,中奖短信,骗术是老生常谈,无非是变换名头,随机发短信给手机用户,对此莫起贪念,不听,不信,不理,原图,",True,2012-09-27 13:03,微博 weibo.com,1,230,138
",外交部,战败国霸占战胜国领土,岂有此理,针对野田佳彦联大记者会涉钓鱼岛言论,外交部发言人秦刚表示,一个战败国却要霸占一个战胜国的领土,岂有此理,无论是依据历史还是国际法,日方都应停止一切损害中国领土主权的行动,而不是一错再错,欺骗世人,",True,2012-09-27 12:16,微博 weibo.com,14,1705,1276
",志愿服务拟建星级评定制度,根据27日向社会征求意见的,志愿服务记录办法,今后将对志愿服务记录进行储存和保护,并建以服务时间和质量为主要内容的志愿者星级评定制度,在招生,招聘时,同等条件下鼓励优先录用,录取有良好志愿服务记录的志愿者,若有建议,反馈方式点链接,",True,2012-09-27 11:35,微博 weibo.com,0,253,135
",对话还是对抗,日本要做出抉择,钓鱼岛问题已到关键节点,日本如不做出明智选择,中日之间钓鱼岛问题的结会变成死结,是选择对话,平息事态,还是选择对抗,激化矛盾,是选择抵制和遏制国内右翼势力,还是迎合与利用右翼势力,何去何从,日本要做出战略抉择,",True,2012-09-27 10:34,媒体版微博,3,531,523
",媒体交流是公共外交重要力量,目前,全球信息传播的主要信息流仍是从发达国家流向发展中国家,长期的信息传递失衡,会扭曲人们衡量事情的尺度,在沟通信息,增进了解,消除偏见等方面,媒体负有重大责任,不同国家媒体的交流,有助于更全面,客观,准确地报道对方,",True,2012-09-27 09:41,微博 weibo.com,2,174,123
